YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,ORIGIN_AIRPORT_ID,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST_CITY_NAME,CRS_DEP_TIME,CRS_ARR_TIME,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,DISTANCE
2015,1,22,4,DL,13204,Orlando   FL,13487,Minneapolis   MN,1619,1855,0,0,0,1310
2015,1,22,4,DL,10821,Baltimore   MD,10397,Atlanta   GA,1900,2106,0,0,0,577
2015,1,22,4,DL,10397,Atlanta   GA,12339,Indianapolis   IN,1914,2050,0,0,0,432
2015,1,22,4,DL,13495,New Orleans   LA,13487,Minneapolis   MN,1530,1815,33,1,0,1039
2015,1,22,4,DL,14869,Salt Lake City   UT,12892,Los Angeles   CA,1647,1745,14,0,0,590
2015,1,22,4,DL,14100,Philadelphia   PA,10397,Atlanta   GA,1805,2044,0,0,0,666
2015,1,22,4,DL,14679,San Diego   CA,13487,Minneapolis   MN,1230,1816,0,0,0,1532
2015,1,22,4,DL,12448,Jackson/Vicksburg   MS,10397,Atlanta   GA,600,824,0,0,0,341
2015,1,20,2,DL,12953,New York   NY,13303,Miami   FL,910,1245,0,0,0,1096
2015,1,20,2,DL,13487,Minneapolis   MN,10299,Anchorage   AK,1735,2054,6,0,0,2519
2015,1,20,2,DL,11057,Charlotte   NC,10397,Atlanta   GA,1315,1442,0,0,0,226
2015,1,20,2,DL,10397,Atlanta   GA,10868,Columbia   SC,2040,2138,3,0,0,192
2015,1,20,2,DL,13487,Minneapolis   MN,12892,Los Angeles   CA,1439,1640,0,0,0,1535
2015,1,20,2,DL,11624,Key West   FL,10397,Atlanta   GA,1215,1416,5,0,0,646
2015,1,20,2,DL,10397,Atlanta   GA,15370,Tulsa   OK,1340,1454,0,0,0,674
2015,1,20,2,DL,14576,Rochester   NY,10397,Atlanta   GA,1159,1424,0,0,0,749
2015,1,20,2,DL,12217,Huntsville   AL,10397,Atlanta   GA,1100,1302,0,0,0,151
2015,1,20,2,DL,10397,Atlanta   GA,11986,Grand Rapids   MI,1205,1400,4,0,0,640
2015,1,20,2,DL,12992,Little Rock   AR,10397,Atlanta   GA,1153,1432,0,0,0,453
2015,1,20,2,DL,11697,Fort Lauderdale   FL,12953,New York   NY,700,951,0,0,0,1076
2015,1,20,2,DL,12892,Los Angeles   CA,11433,Detroit   MI,710,1442,0,0,0,1979
2015,1,20,2,DL,10397,Atlanta   GA,14730,Louisville   KY,810,929,0,0,0,321
2015,1,21,3,DL,12264,Washington   DC,10397,Atlanta   GA,940,1135,0,0,0,534
2015,1,21,3,DL,12889,Las Vegas   NV,13487,Minneapolis   MN,45,550,0,0,0,1299
2015,1,21,3,DL,10397,Atlanta   GA,10994,Charleston   SC,1049,1158,0,0,0,259
2015,1,21,3,DL,14100,Philadelphia   PA,10397,Atlanta   GA,1130,1351,0,0,0,666
2015,1,21,3,DL,10721,Boston   MA,11433,Detroit   MI,1638,1904,0,0,0,632
2015,1,21,3,DL,10397,Atlanta   GA,14107,Phoenix   AZ,810,1032,2,0,0,1587
2015,1,21,3,DL,13487,Minneapolis   MN,12889,Las Vegas   NV,1935,2108,0,0,0,1299
2015,1,21,3,DL,11433,Detroit   MI,14100,Philadelphia   PA,1402,1546,7,0,0,453
2015,1,21,3,DL,12191,Houston   TX,10397,Atlanta   GA,1008,1304,0,0,0,696
2015,1,21,3,DL,11433,Detroit   MI,13487,Minneapolis   MN,822,939,0,0,0,528
2015,1,21,3,DL,10397,Atlanta   GA,14986,Sarasota/Bradenton   FL,1513,1648,3,0,0,444
2015,1,21,3,DL,12953,New York   NY,13204,Orlando   FL,1404,1717,0,0,0,950
2015,1,21,3,DL,10397,Atlanta   GA,10529,Hartford   CT,950,1208,0,0,0,859
2015,1,21,3,DL,10529,Hartford   CT,10397,Atlanta   GA,1813,2105,0,0,0,859
2015,1,21,3,DL,13303,Miami   FL,10397,Atlanta   GA,1015,1214,5,0,0,594
2015,1,21,3,DL,10397,Atlanta   GA,11292,Denver   CO,1110,1238,11,0,0,1199
2015,1,21,3,DL,10397,Atlanta   GA,14524,Richmond   VA,2200,2332,0,0,0,481
2015,1,21,3,DL,13487,Minneapolis   MN,11292,Denver   CO,1725,1842,0,0,0,680
2015,1,21,3,DL,10693,Nashville   TN,11433,Detroit   MI,1355,1637,24,1,0,456
2015,1,21,3,DL,10397,Atlanta   GA,10821,Baltimore   MD,1905,2053,0,0,0,577
2015,1,21,3,DL,15304,Tampa   FL,12953,New York   NY,726,1000,0,0,0,1010
2015,1,21,3,DL,12953,New York   NY,10397,Atlanta   GA,1259,1548,0,0,0,762
2015,1,21,3,DL,10397,Atlanta   GA,13198,Kansas City   MO,1425,1542,0,0,0,692
2015,1,21,3,DL,10397,Atlanta   GA,14679,San Diego   CA,1052,1250,0,0,0,1892
2015,1,21,3,DL,14122,Pittsburgh   PA,10397,Atlanta   GA,1326,1517,0,0,0,526
2015,1,19,1,DL,13487,Minneapolis   MN,14100,Philadelphia   PA,1300,1631,0,0,0,980
2015,1,21,3,DL,11433,Detroit   MI,12889,Las Vegas   NV,1206,1347,13,0,0,1749
2015,1,21,3,DL,15919,Fayetteville   AR,10397,Atlanta   GA,1500,1747,0,0,0,589
2015,1,21,3,DL,14747,Seattle   WA,14869,Salt Lake City   UT,725,1025,0,0,0,689
2015,1,21,3,DL,10397,Atlanta   GA,11278,Washington   DC,920,1100,0,0,0,547
2015,1,21,3,DL,10397,Atlanta   GA,10423,Austin   TX,1415,1548,0,0,0,813
2015,1,21,3,DL,10397,Atlanta   GA,13204,Orlando   FL,1655,1823,5,0,0,404
2015,1,21,3,DL,12953,New York   NY,11433,Detroit   MI,600,802,0,0,0,502
2015,1,21,3,DL,12953,New York   NY,10721,Boston   MA,859,1021,0,0,0,184
2015,1,22,4,DL,10397,Atlanta   GA,11298,Dallas/Fort Worth   TX,1910,2046,0,0,0,731
2015,1,22,4,DL,14747,Seattle   WA,10397,Atlanta   GA,1220,2001,10,0,0,2182
2015,1,22,4,DL,11433,Detroit   MI,10397,Atlanta   GA,1900,2108,0,0,0,594
2015,1,22,4,DL,10397,Atlanta   GA,11433,Detroit   MI,910,1110,0,0,0,594
2015,1,22,4,DL,14122,Pittsburgh   PA,10397,Atlanta   GA,1733,1929,0,0,0,526
2015,1,22,4,DL,10397,Atlanta   GA,14027,West Palm Beach/Palm Beach   FL,1340,1529,0,0,0,545
2015,1,22,4,DL,12889,Las Vegas   NV,14869,Salt Lake City   UT,800,1022,0,0,0,368
2015,1,22,4,DL,14107,Phoenix   AZ,11433,Detroit   MI,712,1259,9,0,0,1671
2015,1,22,4,DL,14869,Salt Lake City   UT,14057,Portland   OR,1645,1745,0,0,0,630
2015,1,22,4,DL,10397,Atlanta   GA,15016,St. Louis   MO,1505,1552,0,0,0,484
2015,1,22,4,DL,10397,Atlanta   GA,11995,Greensboro/High Point   NC,2206,2325,0,0,0,306
2015,1,23,5,DL,10397,Atlanta   GA,12992,Little Rock   AR,1420,1503,5,0,0,453
2015,1,23,5,DL,11278,Washington   DC,11433,Detroit   MI,1730,1912,22,1,0,405
2015,1,23,5,DL,10713,Boise   ID,14869,Salt Lake City   UT,1310,1412,0,0,0,290
2015,1,23,5,DL,11109,Colorado Springs   CO,10397,Atlanta   GA,615,1109,3,0,0,1184
2015,1,23,5,DL,11697,Fort Lauderdale   FL,12478,New York   NY,800,1045,0,0,0,1069
2015,1,23,5,DL,12889,Las Vegas   NV,10397,Atlanta   GA,1520,2203,0,0,0,1747
2015,1,23,5,DL,10397,Atlanta   GA,12953,New York   NY,1545,1800,0,0,0,762
2015,1,23,5,DL,15304,Tampa   FL,12478,New York   NY,705,934,0,0,0,1005
2015,1,22,4,DL,10397,Atlanta   GA,11433,Detroit   MI,725,926,0,0,0,594
2015,1,22,4,DL,10397,Atlanta   GA,13851,Oklahoma City   OK,1340,1501,0,0,0,761
2015,1,22,4,DL,10397,Atlanta   GA,11057,Charlotte   NC,845,1000,0,0,0,226
2015,1,22,4,DL,12478,New York   NY,13303,Miami   FL,1525,1853,0,0,0,1089
2015,1,22,4,DL,13487,Minneapolis   MN,12892,Los Angeles   CA,2144,2350,0,0,0,1535
2015,1,22,4,DL,11433,Detroit   MI,14869,Salt Lake City   UT,1205,1410,0,0,0,1481
2015,1,22,4,DL,11618,Newark   NJ,10397,Atlanta   GA,1030,1310,0,0,0,746
2015,1,22,4,DL,10397,Atlanta   GA,13303,Miami   FL,1230,1429,0,0,0,594
2015,1,22,4,DL,10397,Atlanta   GA,10693,Nashville   TN,830,839,0,0,0,214
2015,1,22,4,DL,14747,Seattle   WA,10299,Anchorage   AK,1145,1423,0,0,0,1448
2015,1,22,4,DL,10135,Allentown/Bethlehem/Easton   PA,10397,Atlanta   GA,635,904,0,0,0,692
2015,1,22,4,DL,11193,Cincinnati   OH,14635,Fort Myers   FL,725,1000,0,0,0,879
2015,1,22,4,DL,13930,Chicago   IL,13487,Minneapolis   MN,1519,1655,15,1,0,334
2015,1,22,4,DL,10868,Columbia   SC,10397,Atlanta   GA,1200,1310,1,0,0,192
2015,1,22,4,DL,10721,Boston   MA,12953,New York   NY,700,819,0,0,0,184
2015,1,23,5,DL,11433,Detroit   MI,10721,Boston   MA,1355,1553,0,0,0,632
2015,1,23,5,DL,10397,Atlanta   GA,13342,Milwaukee   WI,2210,2313,0,0,0,669
2015,1,23,5,DL,14679,San Diego   CA,11433,Detroit   MI,710,1433,22,1,0,1956
2015,1,23,5,DL,10397,Atlanta   GA,12953,New York   NY,645,853,2,0,0,762
2015,1,24,6,DL,12478,New York   NY,14843,San Juan   PR,1530,2028,0,0,0,1598
2015,1,24,6,DL,12478,New York   NY,13204,Orlando   FL,1110,1409,31,1,0,944
2015,1,24,6,DL,12478,New York   NY,14869,Salt Lake City   UT,1556,1924,0,0,0,1990
2015,1,24,6,DL,14843,San Juan   PR,13487,Minneapolis   MN,1710,2114,0,0,0,2404
2015,1,24,6,DL,10397,Atlanta   GA,11986,Grand Rapids   MI,1040,1239,0,0,0,640
2015,1,24,6,DL,14843,San Juan   PR,10397,Atlanta   GA,815,1113,0,0,0,1547
2015,1,24,6,DL,15304,Tampa   FL,11433,Detroit   MI,1823,2100,0,0,0,983
2015,1,24,6,DL,10397,Atlanta   GA,11278,Washington   DC,1220,1404,17,1,0,547
2015,1,24,6,DL,13487,Minneapolis   MN,11057,Charlotte   NC,932,1304,0,0,0,930
2015,1,24,6,DL,10397,Atlanta   GA,12191,Houston   TX,1026,1147,0,0,0,696
2015,1,24,6,DL,12892,Los Angeles   CA,12173,Honolulu   HI,1445,1836,0,0,0,2556
2015,1,26,1,B6,10821,Baltimore   MD,10721,Boston   MA,831,950,0,0,0,369
2015,1,11,7,B6,13204,Orlando   FL,14843,San Juan   PR,1749,2134,0,0,0,1189
2015,1,15,4,B6,13204,Orlando   FL,14843,San Juan   PR,1749,2134,27,1,0,1189
2015,1,17,6,B6,13204,Orlando   FL,14843,San Juan   PR,1749,2134,0,0,0,1189
2015,1,29,4,B6,10721,Boston   MA,11433,Detroit   MI,1555,1818,0,0,0,632
2015,1,14,3,B6,10529,Hartford   CT,14027,West Palm Beach/Palm Beach   FL,1515,1822,0,0,0,1133
2015,1,19,1,B6,14635,Fort Myers   FL,12197,White Plains   NY,1036,1323,12,0,0,1102
2015,1,30,5,B6,14635,Fort Myers   FL,12197,White Plains   NY,1036,1323,188,1,0,1102
2015,1,22,4,B6,12264,Washington   DC,10721,Boston   MA,2059,2219,0,0,0,413
2015,1,10,6,B6,14524,Richmond   VA,10721,Boston   MA,908,1035,0,0,0,474
2015,1,15,4,B6,10721,Boston   MA,14122,Pittsburgh   PA,830,1025,14,0,0,496
2015,1,13,2,B6,14122,Pittsburgh   PA,10721,Boston   MA,1105,1237,0,0,0,496
2015,1,14,3,B6,14122,Pittsburgh   PA,10721,Boston   MA,1105,1237,55,1,0,496
2015,1,9,5,B6,13204,Orlando   FL,12197,White Plains   NY,1730,2004,85,1,0,972
2015,1,25,7,B6,14635,Fort Myers   FL,11618,Newark   NJ,1234,1526,0,0,0,1068
2015,1,21,3,B6,15304,Tampa   FL,10529,Hartford   CT,1405,1642,0,0,0,1111
2015,1,2,5,B6,13204,Orlando   FL,10721,Boston   MA,600,847,0,0,0,1121
2015,1,1,4,B6,12197,White Plains   NY,14027,West Palm Beach/Palm Beach   FL,830,1131,0,0,0,1056
2015,1,25,7,B6,12197,White Plains   NY,14027,West Palm Beach/Palm Beach   FL,745,1044,52,1,0,1056
2015,1,8,4,B6,11697,Fort Lauderdale   FL,12953,New York   NY,946,1230,7,0,0,1076
2015,1,20,2,B6,13204,Orlando   FL,10792,Buffalo   NY,925,1157,0,0,0,1011
2015,1,9,5,B6,11697,Fort Lauderdale   FL,12478,New York   NY,2145,23,64,1,0,1069
2015,1,23,5,B6,11697,Fort Lauderdale   FL,12478,New York   NY,2145,23,8,0,0,1069
2015,1,28,3,B6,11697,Fort Lauderdale   FL,12478,New York   NY,2145,23,13,0,0,1069
2015,1,1,4,B6,10721,Boston   MA,10792,Buffalo   NY,1447,1622,0,0,0,395
2015,1,27,2,B6,10721,Boston   MA,10792,Buffalo   NY,1353,1528,,,1,395
2015,1,29,4,B6,10721,Boston   MA,10792,Buffalo   NY,1353,1528,0,0,0,395
2015,1,6,2,B6,10792,Buffalo   NY,10721,Boston   MA,1604,1729,2,0,0,395
2015,1,25,7,B6,14635,Fort Myers   FL,12478,New York   NY,1415,1701,0,0,0,1074
2015,1,31,6,B6,10785,Burlington   VT,12478,New York   NY,1110,1229,0,0,0,266
2015,1,25,7,DL,14869,Salt Lake City   UT,12173,Honolulu   HI,1205,1559,0,0,0,2994
2015,1,25,7,DL,14492,Raleigh/Durham   NC,10397,Atlanta   GA,830,1013,0,0,0,356
2015,1,25,7,DL,11433,Detroit   MI,14771,San Francisco   CA,1550,1815,0,0,0,2079
2015,1,25,7,DL,14027,West Palm Beach/Palm Beach   FL,10397,Atlanta   GA,815,1008,0,0,0,545
2015,1,25,7,DL,14057,Portland   OR,14869,Salt Lake City   UT,1330,1613,0,0,0,630
2015,1,25,7,DL,11252,Daytona Beach   FL,10397,Atlanta   GA,720,851,0,0,0,366
2015,1,25,7,DL,13495,New Orleans   LA,10397,Atlanta   GA,1630,1901,0,0,0,425
2015,1,25,7,DL,11953,Gainesville   FL,10397,Atlanta   GA,740,903,0,0,0,300
2015,1,25,7,DL,10874,Akron   OH,10397,Atlanta   GA,1438,1627,0,0,0,528
2015,1,18,7,DL,10397,Atlanta   GA,10821,Baltimore   MD,2155,2345,0,0,0,577
2015,1,18,7,DL,11433,Detroit   MI,14100,Philadelphia   PA,850,1044,0,0,0,453
2015,1,18,7,DL,12892,Los Angeles   CA,14869,Salt Lake City   UT,1615,1910,0,0,0,590
2015,1,18,7,DL,10397,Atlanta   GA,12448,Jackson/Vicksburg   MS,1930,1957,0,0,0,341
2015,1,18,7,DL,14869,Salt Lake City   UT,14679,San Diego   CA,1500,1547,0,0,0,626
2015,1,18,7,DL,13851,Oklahoma City   OK,11433,Detroit   MI,748,1114,0,0,0,900
2015,1,18,7,DL,14771,San Francisco   CA,14869,Salt Lake City   UT,1130,1423,13,0,0,599
2015,1,18,7,DL,10713,Boise   ID,14869,Salt Lake City   UT,1310,1413,0,0,0,290
2015,1,18,7,DL,13830,Kahului   HI,12892,Los Angeles   CA,2337,649,0,0,0,2486
2015,1,18,7,DL,12478,New York   NY,15304,Tampa   FL,800,1114,0,0,0,1005
2015,1,18,7,DL,14869,Salt Lake City   UT,14893,Sacramento   CA,2023,2109,11,0,0,532
2015,1,18,7,DL,14869,Salt Lake City   UT,12892,Los Angeles   CA,1514,1610,0,0,0,590
2015,1,18,7,DL,14122,Pittsburgh   PA,10397,Atlanta   GA,645,851,0,0,0,526
2015,1,18,7,DL,10397,Atlanta   GA,14730,Louisville   KY,1340,1502,7,0,0,321
2015,1,18,7,DL,13230,Harrisburg   PA,10397,Atlanta   GA,630,856,14,0,0,620
2015,1,18,7,DL,10397,Atlanta   GA,14730,Louisville   KY,2035,2157,0,0,0,321
2015,1,18,7,DL,11618,Newark   NJ,10397,Atlanta   GA,1809,2055,0,0,0,746
2015,1,18,7,DL,13244,Memphis   TN,13487,Minneapolis   MN,1635,1847,2,0,0,700
2015,1,18,7,DL,14027,West Palm Beach/Palm Beach   FL,12953,New York   NY,1159,1449,26,1,0,1035
2015,1,18,7,DL,11057,Charlotte   NC,10397,Atlanta   GA,615,732,0,0,0,226
2015,1,19,1,DL,12478,New York   NY,12889,Las Vegas   NV,959,1300,0,0,0,2248
2015,1,19,1,DL,11292,Denver   CO,12478,New York   NY,1055,1634,0,0,0,1626
2015,1,19,1,DL,12478,New York   NY,10721,Boston   MA,1030,1140,0,0,0,187
2015,1,24,6,DL,14869,Salt Lake City   UT,10397,Atlanta   GA,1120,1650,0,0,0,1590
2015,1,24,6,DL,12448,Jackson/Vicksburg   MS,10397,Atlanta   GA,1100,1324,0,0,0,341
2015,1,24,6,DL,10397,Atlanta   GA,14771,San Francisco   CA,810,1038,0,0,0,2139
2015,1,24,6,DL,10397,Atlanta   GA,14492,Raleigh/Durham   NC,945,1108,4,0,0,356
2015,1,24,6,DL,11433,Detroit   MI,13303,Miami   FL,2000,2313,0,0,0,1145
2015,1,24,6,DL,13495,New Orleans   LA,10397,Atlanta   GA,715,944,0,0,0,425
2015,1,24,6,DL,13204,Orlando   FL,11433,Detroit   MI,825,1104,0,0,0,957
2015,1,24,6,DL,13487,Minneapolis   MN,13485,Madison   WI,1529,1628,0,0,0,228
2015,1,24,6,DL,11433,Detroit   MI,12953,New York   NY,850,1045,34,1,0,502
2015,1,25,7,DL,14869,Salt Lake City   UT,13487,Minneapolis   MN,1710,2043,0,0,0,991
2015,1,25,7,DL,10397,Atlanta   GA,14843,San Juan   PR,820,1246,1,0,0,1547
2015,1,25,7,DL,12478,New York   NY,14869,Salt Lake City   UT,1100,1422,0,0,0,1990
2015,1,25,7,DL,10721,Boston   MA,12478,New York   NY,1730,1852,3,0,0,187
2015,1,25,7,DL,14869,Salt Lake City   UT,13796,Oakland   CA,1505,1600,0,0,0,588
2015,1,25,7,DL,10397,Atlanta   GA,12992,Little Rock   AR,2115,2151,0,0,0,453
2015,1,25,7,DL,12266,Houston   TX,10397,Atlanta   GA,1120,1418,0,0,0,689
2015,1,25,7,DL,11697,Fort Lauderdale   FL,12953,New York   NY,700,951,0,0,0,1076
2015,1,25,7,DL,10397,Atlanta   GA,10257,Albany   NY,950,1200,14,0,0,853
2015,1,25,7,DL,14635,Fort Myers   FL,11433,Detroit   MI,1307,1605,73,1,0,1084
2015,1,25,7,DL,11433,Detroit   MI,13303,Miami   FL,1215,1528,0,0,0,1145
2015,1,25,7,DL,10397,Atlanta   GA,11278,Washington   DC,1820,2002,0,0,0,547
2015,1,25,7,DL,10397,Atlanta   GA,14747,Seattle   WA,1630,1905,0,0,0,2182
2015,1,25,7,DL,13487,Minneapolis   MN,14747,Seattle   WA,1950,2137,0,0,0,1399
2015,1,25,7,DL,10397,Atlanta   GA,12451,Jacksonville   FL,1745,1853,0,0,0,270
2015,1,25,7,DL,10397,Atlanta   GA,11298,Dallas/Fort Worth   TX,1600,1733,2,0,0,731
2015,1,25,7,DL,13303,Miami   FL,10397,Atlanta   GA,1255,1456,0,0,0,594
2015,1,25,7,DL,13487,Minneapolis   MN,14262,Palm Springs   CA,900,1055,0,0,0,1454
2015,1,26,1,DL,10693,Nashville   TN,10397,Atlanta   GA,1600,1813,23,1,0,214
2015,1,26,1,DL,15249,Tallahassee   FL,10397,Atlanta   GA,700,810,0,0,0,223
2015,1,26,1,DL,14843,San Juan   PR,10397,Atlanta   GA,815,1114,166,1,0,1547
2015,1,26,1,DL,14679,San Diego   CA,14869,Salt Lake City   UT,615,913,0,0,0,626
2015,1,26,1,DL,14027,West Palm Beach/Palm Beach   FL,10397,Atlanta   GA,535,725,0,0,0,545
2015,1,26,1,DL,11433,Detroit   MI,12953,New York   NY,1959,2152,,,1,502
2015,1,26,1,DL,10397,Atlanta   GA,12448,Jackson/Vicksburg   MS,1215,1236,2,0,0,341
2015,1,26,1,DL,13830,Kahului   HI,14747,Seattle   WA,2305,622,1,0,0,2640
2015,1,26,1,DL,11697,Fort Lauderdale   FL,11433,Detroit   MI,948,1254,0,0,0,1127
2015,1,26,1,DL,14635,Fort Myers   FL,10397,Atlanta   GA,1340,1533,12,0,0,515
2015,1,26,1,DL,10397,Atlanta   GA,13495,New Orleans   LA,1055,1137,0,0,0,425
2015,1,26,1,DL,10397,Atlanta   GA,11995,Greensboro/High Point   NC,1455,1609,0,0,0,306
2015,1,26,1,DL,11995,Greensboro/High Point   NC,10397,Atlanta   GA,1649,1820,0,0,0,306
2015,1,26,1,DL,14869,Salt Lake City   UT,14747,Seattle   WA,2200,2316,0,0,0,689
2015,1,26,1,DL,10397,Atlanta   GA,15304,Tampa   FL,831,954,0,0,0,406
2015,1,26,1,DL,12892,Los Angeles   CA,11193,Cincinnati   OH,1215,1924,0,0,0,1900
2015,1,26,1,DL,10397,Atlanta   GA,12953,New York   NY,1345,1600,,,1,762
2015,1,26,1,DL,10397,Atlanta   GA,10994,Charleston   SC,1931,2040,10,0,0,259
2015,1,26,1,DL,13487,Minneapolis   MN,14635,Fort Myers   FL,1010,1441,0,0,0,1416
2015,1,25,7,DL,11697,Fort Lauderdale   FL,10397,Atlanta   GA,645,840,0,0,0,581
2015,1,25,7,DL,12953,New York   NY,11433,Detroit   MI,720,926,0,0,0,502
2015,1,25,7,DL,10397,Atlanta   GA,13204,Orlando   FL,1355,1525,1,0,0,404
2015,1,25,7,DL,13487,Minneapolis   MN,14107,Phoenix   AZ,1948,2213,0,0,0,1276
2015,1,25,7,DL,11697,Fort Lauderdale   FL,10397,Atlanta   GA,545,735,0,0,0,581
2015,1,25,7,DL,14100,Philadelphia   PA,10397,Atlanta   GA,1645,1908,0,0,0,666
2015,1,25,7,DL,13487,Minneapolis   MN,14747,Seattle   WA,1740,1933,0,0,0,1399
2015,1,25,7,DL,12889,Las Vegas   NV,11433,Detroit   MI,1221,1920,0,0,0,1749
2015,1,25,7,DL,12892,Los Angeles   CA,12478,New York   NY,1600,16,12,0,0,2475
2015,1,25,7,DL,10397,Atlanta   GA,14100,Philadelphia   PA,1740,1943,0,0,0,666
2015,1,25,7,DL,10693,Nashville   TN,12892,Los Angeles   CA,1815,2100,0,0,0,1797
2015,1,25,7,DL,14869,Salt Lake City   UT,10620,Billings   MT,1100,1220,0,0,0,387
2015,1,25,7,DL,10397,Atlanta   GA,12448,Jackson/Vicksburg   MS,2154,2213,0,0,0,341
2015,1,25,7,DL,14683,San Antonio   TX,10397,Atlanta   GA,1628,1943,34,1,0,874
2015,1,25,7,DL,11433,Detroit   MI,12339,Indianapolis   IN,2000,2121,0,0,0,231
2015,1,25,7,DL,11042,Cleveland   OH,10397,Atlanta   GA,1000,1207,0,0,0,554
2015,1,25,7,DL,10721,Boston   MA,12953,New York   NY,1100,1216,0,0,0,184
2015,1,26,1,DL,14635,Fort Myers   FL,13487,Minneapolis   MN,1817,2059,10,0,0,1416
2015,1,26,1,DL,10599,Birmingham   AL,10397,Atlanta   GA,1435,1640,0,0,0,134
2015,1,26,1,DL,12478,New York   NY,14771,San Francisco   CA,1900,2247,,,1,2586
2015,1,27,2,DL,11637,Fargo   ND,13487,Minneapolis   MN,702,824,0,0,0,223
2015,1,27,2,DL,11433,Detroit   MI,11292,Denver   CO,1226,1400,0,0,0,1123
2015,1,27,2,DL,11433,Detroit   MI,13487,Minneapolis   MN,822,938,0,0,0,528
2015,1,27,2,DL,14679,San Diego   CA,10397,Atlanta   GA,810,1512,0,0,0,1892
2015,1,27,2,DL,12451,Jacksonville   FL,10397,Atlanta   GA,630,743,4,0,0,270
2015,1,27,2,DL,12217,Huntsville   AL,10397,Atlanta   GA,1547,1750,0,0,0,151
2015,1,27,2,DL,10397,Atlanta   GA,11697,Fort Lauderdale   FL,1100,1255,0,0,0,581
2015,1,27,2,DL,14570,Reno   NV,14869,Salt Lake City   UT,1735,1957,0,0,0,422
2015,1,27,2,DL,10397,Atlanta   GA,14193,Pensacola   FL,2209,2224,0,0,0,271
2015,1,27,2,DL,12892,Los Angeles   CA,14869,Salt Lake City   UT,1623,1915,0,0,0,590
2015,1,27,2,DL,13342,Milwaukee   WI,10397,Atlanta   GA,1640,1955,0,0,0,669
2015,1,24,6,DL,14679,San Diego   CA,10397,Atlanta   GA,645,1349,0,0,0,1892
2015,1,24,6,DL,12953,New York   NY,10397,Atlanta   GA,800,1050,0,0,0,762
2015,1,24,6,DL,13204,Orlando   FL,10397,Atlanta   GA,830,1012,0,0,0,404
2015,1,24,6,DL,10397,Atlanta   GA,11066,Columbus   OH,1920,2051,41,1,0,447
2015,1,24,6,DL,11618,Newark   NJ,10397,Atlanta   GA,1300,1538,0,0,0,746
2015,1,24,6,DL,14685,Savannah   GA,10397,Atlanta   GA,1017,1128,0,0,0,214
2015,1,26,1,DL,15304,Tampa   FL,11433,Detroit   MI,627,908,0,0,0,983
2015,1,26,1,DL,11057,Charlotte   NC,11433,Detroit   MI,1248,1437,0,0,0,500
2015,1,26,1,DL,10397,Atlanta   GA,14193,Pensacola   FL,1500,1517,0,0,0,271
2015,1,26,1,DL,13495,New Orleans   LA,12953,New York   NY,1200,1546,,,0,1183
2015,1,26,1,DL,10821,Baltimore   MD,10397,Atlanta   GA,1115,1314,70,1,0,577
2015,1,26,1,DL,10397,Atlanta   GA,14107,Phoenix   AZ,1336,1553,0,0,0,1587
2015,1,26,1,DL,10397,Atlanta   GA,12266,Houston   TX,1915,2039,0,0,0,689
2015,1,26,1,DL,10397,Atlanta   GA,15304,Tampa   FL,2151,2315,149,1,0,406
2015,1,26,1,DL,10849,Bozeman   MT,13487,Minneapolis   MN,1323,1639,0,0,0,874
2015,1,26,1,DL,10397,Atlanta   GA,10980,Chattanooga   TN,1153,1241,0,0,0,106
2015,1,26,1,DL,12953,New York   NY,11433,Detroit   MI,1100,1306,41,1,0,502
2015,1,26,1,DL,13487,Minneapolis   MN,12339,Indianapolis   IN,1307,1550,0,0,0,503
2015,1,26,1,DL,14570,Reno   NV,14869,Salt Lake City   UT,625,904,0,0,0,422
2015,1,26,1,DL,10821,Baltimore   MD,14869,Salt Lake City   UT,715,1013,0,0,0,1865
2015,1,26,1,DL,11433,Detroit   MI,12339,Indianapolis   IN,2000,2121,86,1,0,231
2015,1,26,1,DL,15304,Tampa   FL,10397,Atlanta   GA,520,647,0,0,0,406
2015,1,27,2,DL,10397,Atlanta   GA,13232,Chicago   IL,1210,1305,8,0,0,591
2015,1,27,2,DL,13487,Minneapolis   MN,13871,Omaha   NE,1324,1441,0,0,0,282
2015,1,27,2,DL,12953,New York   NY,10721,Boston   MA,1059,1212,,,1,184
2015,1,28,3,DL,11481,Panama City   FL,10397,Atlanta   GA,600,813,0,0,0,240
2015,1,28,3,DL,11433,Detroit   MI,10721,Boston   MA,2008,2209,24,1,0,632
2015,1,28,3,DL,15024,Charlotte Amalie   VI,10397,Atlanta   GA,1510,1820,0,0,0,1599
2015,1,28,3,DL,13487,Minneapolis   MN,10397,Atlanta   GA,1930,2304,1,0,0,907
2015,1,26,1,DL,10397,Atlanta   GA,11042,Cleveland   OH,1358,1546,0,0,0,554
2015,1,26,1,DL,10397,Atlanta   GA,11278,Washington   DC,1820,2002,0,0,0,547
2015,1,26,1,DL,10397,Atlanta   GA,11721,Flint   MI,923,1118,0,0,0,645
2015,1,26,1,DL,10721,Boston   MA,12953,New York   NY,800,919,0,0,0,184
